transaction_id,account_id,timestamp,amount,currency,merchant,country,channel,mcc_code,counterparty_id,counterparty_name
TXN-00289,ACC-1000,2026-06-07T13:08:00,203.37,USD,Grocery Mart,DE,ATM,4829,,
TXN-00092,ACC-1009,2026-06-07T18:01:00,186.37,USD,Cash Deposit Kiosk,DE,ATM,7995,,
TXN-00165,ACC-1011,2026-06-07T21:14:00,635.28,USD,Amazon,SG,P2P,4829,BEN-1005,Casey Nguyen
TXN-00000,ACC-1020,2026-06-08T00:47:00,696.72,USD,Crypto Exchange Alpha,DE,WIRE,5999,BEN-1002,Morgan Lee
TXN-00167,ACC-1013,2026-06-08T04:02:00,3250.2,USD,Offshore Holdings LLC,US,ATM,5411,,
TXN-00268,ACC-1007,2026-06-08T06:50:00,248.63,USD,Crypto Exchange Alpha,GB,ATM,5411,,
TXN-00027,ACC-1014,2026-06-08T07:14:00,609.88,USD,Grocery Mart,US,ACH,6051,,
TXN-00235,ACC-1016,2026-06-08T09:05:00,810.22,USD,Offshore Holdings LLC,GB,ATM,6051,,
TXN-00241,ACC-1013,2026-06-08T09:15:00,355.59,USD,Shell Gas,DE,ACH,6011,,
TXN-00019,ACC-1010,2026-06-08T09:27:00,85.32,USD,Consulting Fees Ltd,GB,ACH,5999,,
TXN-00062,ACC-1016,2026-06-08T12:57:00,119.47,USD,Crypto Exchange Alpha,CA,CARD,5411,,
TXN-00190,ACC-1021,2026-06-08T13:22:00,246.86,USD,ATM Withdrawal,AU,ACH,4829,,
TXN-00185,ACC-1022,2026-06-08T20:41:00,884.83,USD,Crypto Exchange Alpha,CA,ATM,7995,,
TXN-00331,ACC-1014,2026-06-08T21:13:00,150.36,USD,Cash Deposit Kiosk,AU,ATM,5411,,
TXN-00177,ACC-1000,2026-06-09T00:22:00,1995.97,USD,Cash Deposit Kiosk,GB,CARD,5411,,
TXN-00053,ACC-1013,2026-06-09T01:19:00,790.64,USD,Amazon,DE,CARD,6011,,
TXN-00384,ACC-1003,2026-06-09T02:11:00,175.03,USD,Consulting Fees Ltd,SG,P2P,6051,BEN-1005,Casey Nguyen
TXN-00138,ACC-1023,2026-06-09T02:17:00,987.2,USD,Grocery Mart,SG,P2P,5411,BEN-1003,Jordan Kim
TXN-00079,ACC-1002,2026-06-09T04:14:00,45.32,USD,Wire Transfer,SG,WIRE,7995,BEN-1001,Alex Rivera
TXN-00110,ACC-1017,2026-06-09T08:02:00,48.88,USD,Payroll Inc,US,CARD,5999,,
TXN-00203,ACC-1024,2026-06-09T08:18:00,1285.86,USD,Shell Gas,DE,ACH,7995,,
TXN-00086,ACC-1013,2026-06-09T14:11:00,1104.27,USD,Offshore Holdings LLC,US,ATM,4829,,
TXN-00377,ACC-1024,2026-06-09T22:46:00,493.58,USD,Payroll Inc,US,CARD,5411,,
TXN-00176,ACC-1008,2026-06-10T04:34:00,409.24,USD,Wire Transfer,DE,ACH,5999,,
TXN-00368,ACC-1016,2026-06-10T07:12:00,449.19,USD,Payroll Inc,CA,CARD,4829,,
TXN-00055,ACC-1023,2026-06-10T07:55:00,1123.73,USD,Wire Transfer,GB,ATM,5411,,
TXN-00309,ACC-1011,2026-06-10T09:02:00,322.98,USD,Shell Gas,DE,CARD,7995,,
TXN-00224,ACC-1021,2026-06-10T11:19:00,240.06,USD,ATM Withdrawal,AU,WIRE,5999,BEN-1005,Casey Nguyen
TXN-00214,ACC-1010,2026-06-10T14:04:00,285.2,USD,Consulting Fees Ltd,SG,CARD,4829,,
TXN-00349,ACC-1022,2026-06-10T14:58:00,319.01,USD,Payroll Inc,US,ATM,7995,,
TXN-00295,ACC-1014,2026-06-10T19:57:00,188.26,USD,Wire Transfer,CA,CARD,6051,,
TXN-00296,ACC-1010,2026-06-11T12:39:00,1085.24,USD,Offshore Holdings LLC,AU,P2P,6051,BEN-1003,Jordan Kim
TXN-00286,ACC-1024,2026-06-11T15:32:00,341.39,USD,Consulting Fees Ltd,SG,CARD,7995,,
TXN-00069,ACC-1023,2026-06-11T21:05:00,198.42,USD,Payroll Inc,DE,P2P,5411,BEN-1003,Jordan Kim
TXN-00322,ACC-1003,2026-06-12T04:30:00,164.01,USD,Crypto Exchange Alpha,DE,ACH,4829,,
TXN-00034,ACC-1013,2026-06-12T08:29:00,997.05,USD,Shell Gas,GB,ATM,6051,,
TXN-00346,ACC-1018,2026-06-12T20:43:00,82.03,USD,Payroll Inc,SG,ATM,5411,,
TXN-00250,ACC-1009,2026-06-13T01:50:00,100.79,USD,Amazon,GB,CARD,4829,,
TXN-00093,ACC-1022,2026-06-13T02:37:00,281.34,USD,Crypto Exchange Alpha,AU,ACH,5999,,
TXN-00319,ACC-1008,2026-06-13T03:21:00,349.62,USD,Consulting Fees Ltd,GB,CARD,5999,,
TXN-00212,ACC-1008,2026-06-13T05:38:00,1152.17,USD,Shell Gas,GB,WIRE,7995,BEN-1004,Taylor Brooks
TXN-00211,ACC-1016,2026-06-13T11:22:00,1406.87,USD,Wire Transfer,AU,WIRE,6011,BEN-1001,Alex Rivera
TXN-00330,ACC-1016,2026-06-13T18:34:00,398.03,USD,Wire Transfer,GB,CARD,6051,,
TXN-00158,ACC-1020,2026-06-13T19:16:00,108.81,USD,Wire Transfer,AU,ACH,5999,,
TXN-00026,ACC-1022,2026-06-13T22:19:00,113.74,USD,Grocery Mart,SG,ATM,6051,,
TXN-00072,ACC-1018,2026-06-13T22:44:00,387.84,USD,Consulting Fees Ltd,SG,ATM,6011,,
TXN-00354,ACC-1006,2026-06-13T23:07:00,395.08,USD,Consulting Fees Ltd,AU,WIRE,5999,BEN-1005,Casey Nguyen
TXN-00328,ACC-1021,2026-06-14T07:43:00,801.54,USD,Shell Gas,CA,P2P,6051,BEN-1004,Taylor Brooks
TXN-00227,ACC-1005,2026-06-14T10:49:00,123.28,USD,Crypto Exchange Alpha,SG,WIRE,6011,BEN-1002,Morgan Lee
TXN-00197,ACC-1016,2026-06-14T12:26:00,477.75,USD,Grocery Mart,SG,WIRE,4829,BEN-1003,Jordan Kim
TXN-00045,ACC-1017,2026-06-14T16:16:00,182.76,USD,Grocery Mart,GB,ACH,6011,,
TXN-00030,ACC-1015,2026-06-14T17:08:00,208.12,USD,Cash Deposit Kiosk,AU,P2P,6011,BEN-1004,Taylor Brooks
TXN-00013,ACC-1002,2026-06-14T18:56:00,49.18,USD,Grocery Mart,AU,WIRE,7995,BEN-1004,Taylor Brooks
TXN-00238,ACC-1011,2026-06-15T00:20:00,194.81,USD,Grocery Mart,US,WIRE,5411,BEN-1002,Morgan Lee
TXN-00192,ACC-1015,2026-06-15T03:22:00,510.56,USD,Grocery Mart,CA,ACH,4829,,
TXN-00083,ACC-1015,2026-06-15T08:27:00,228.13,USD,Amazon,SG,ATM,4829,,
TXN-00274,ACC-1022,2026-06-15T11:33:00,137.05,USD,Shell Gas,DE,CARD,6011,,
TXN-00193,ACC-1018,2026-06-15T13:54:00,102.48,USD,Cash Deposit Kiosk,CA,P2P,5411,BEN-1005,Casey Nguyen
TXN-00343,ACC-1014,2026-06-15T17:13:00,230.99,USD,Wire Transfer,US,P2P,6011,BEN-1003,Jordan Kim
TXN-00028,ACC-1017,2026-06-15T18:14:00,208.37,USD,Shell Gas,US,ACH,6011,,
TXN-00180,ACC-1016,2026-06-15T19:02:00,802.9,USD,Payroll Inc,AU,CARD,7995,,
TXN-00166,ACC-1019,2026-06-15T20:04:00,996.52,USD,Consulting Fees Ltd,AU,CARD,5999,,
TXN-00121,ACC-1017,2026-06-15T20:09:00,148.36,USD,Wire Transfer,DE,ACH,5411,,
TXN-00125,ACC-1002,2026-06-15T21:53:00,4489.52,USD,Cash Deposit Kiosk,CA,ACH,5999,,
TXN-00301,ACC-1021,2026-06-16T01:36:00,217.85,USD,Shell Gas,AU,WIRE,7995,BEN-1001,Alex Rivera
TXN-00090,ACC-1004,2026-06-16T04:30:00,448.89,USD,Shell Gas,AU,P2P,7995,BEN-1002,Morgan Lee
TXN-00174,ACC-1010,2026-06-16T04:50:00,546.95,USD,Crypto Exchange Alpha,CA,ACH,6051,,
TXN-00011,ACC-1023,2026-06-16T05:29:00,241.7,USD,Offshore Holdings LLC,SG,P2P,5999,BEN-1002,Morgan Lee
TXN-00155,ACC-1003,2026-06-16T12:36:00,183.87,USD,Cash Deposit Kiosk,DE,CARD,5999,,
TXN-00137,ACC-1015,2026-06-16T14:35:00,283.08,USD,ATM Withdrawal,GB,WIRE,6051,BEN-1005,Casey Nguyen
TXN-00231,ACC-1021,2026-06-16T14:39:00,511.89,USD,Consulting Fees Ltd,DE,WIRE,6011,BEN-1005,Casey Nguyen
TXN-00323,ACC-1012,2026-06-16T14:48:00,4030.42,USD,Grocery Mart,DE,CARD,6051,,
TXN-00168,ACC-1003,2026-06-16T17:08:00,307.99,USD,Consulting Fees Ltd,SG,CARD,5999,,
TXN-00041,ACC-1018,2026-06-16T18:38:00,487.12,USD,Cash Deposit Kiosk,US,ACH,7995,,
TXN-00077,ACC-1008,2026-06-16T20:17:00,290.35,USD,Consulting Fees Ltd,CA,WIRE,7995,BEN-1003,Jordan Kim
TXN-00147,ACC-1002,2026-06-16T20:43:00,94.4,USD,Crypto Exchange Alpha,DE,ACH,7995,,
TXN-00054,ACC-1021,2026-06-16T21:06:00,1254.01,USD,Payroll Inc,DE,ATM,6051,,
TXN-00070,ACC-1024,2026-06-16T21:19:00,600.36,USD,Crypto Exchange Alpha,GB,WIRE,5411,BEN-1001,Alex Rivera
TXN-00178,ACC-1005,2026-06-17T01:08:00,301.53,USD,ATM Withdrawal,AU,P2P,5999,BEN-1001,Alex Rivera
TXN-00234,ACC-1004,2026-06-17T01:41:00,4265.6,USD,Grocery Mart,SG,P2P,5999,BEN-1001,Alex Rivera
TXN-00006,ACC-1019,2026-06-17T01:46:00,2291.89,USD,Payroll Inc,SG,ACH,7995,,
TXN-00091,ACC-1022,2026-06-17T11:10:00,1170.88,USD,Cash Deposit Kiosk,CA,ACH,6011,,
TXN-00037,ACC-1012,2026-06-17T14:18:00,46.73,USD,Payroll Inc,SG,ATM,6011,,
TXN-00020,ACC-1023,2026-06-17T16:48:00,2022.75,USD,Payroll Inc,GB,ACH,5999,,
TXN-00025,ACC-1005,2026-06-17T16:55:00,455.78,USD,ATM Withdrawal,CA,WIRE,5999,BEN-1005,Casey Nguyen
TXN-00120,ACC-1007,2026-06-17T20:37:00,963.08,USD,Crypto Exchange Alpha,AU,ATM,5411,,
TXN-00310,ACC-1020,2026-06-17T23:30:00,317.52,USD,Crypto Exchange Alpha,GB,P2P,6051,BEN-1003,Jordan Kim
TXN-00254,ACC-1016,2026-06-18T02:46:00,75.85,USD,Shell Gas,SG,ATM,6051,,
TXN-00311,ACC-1022,2026-06-18T04:06:00,1351.07,USD,Cash Deposit Kiosk,CA,WIRE,5411,BEN-1002,Morgan Lee
TXN-00263,ACC-1020,2026-06-18T07:07:00,130.74,USD,Wire Transfer,US,ATM,6051,,
TXN-00308,ACC-1023,2026-06-18T09:07:00,736.42,USD,Payroll Inc,CA,ATM,7995,,
TXN-00388,ACC-1004,2026-06-18T09:17:00,1147.64,USD,Wire Transfer,SG,ACH,6011,,
TXN-00389,ACC-1013,2026-06-18T13:19:00,213.88,USD,Shell Gas,SG,CARD,4829,,
TXN-00306,ACC-1007,2026-06-18T17:19:00,1644.89,USD,Offshore Holdings LLC,GB,CARD,5999,,
TXN-00183,ACC-1004,2026-06-18T19:40:00,685.89,USD,Payroll Inc,CA,CARD,7995,,
TXN-00108,ACC-1015,2026-06-18T23:37:00,535.56,USD,Cash Deposit Kiosk,CA,CARD,5411,,
TXN-00317,ACC-1005,2026-06-19T01:00:00,286.78,USD,Cash Deposit Kiosk,DE,P2P,4829,BEN-1001,Alex Rivera
TXN-00228,ACC-1002,2026-06-19T03:32:00,183.67,USD,Payroll Inc,CA,ACH,5999,,
TXN-00046,ACC-1011,2026-06-19T05:28:00,243.06,USD,Offshore Holdings LLC,CA,P2P,5411,BEN-1005,Casey Nguyen
TXN-00038,ACC-1006,2026-06-19T06:03:00,93.6,USD,Payroll Inc,CA,ACH,5999,,
TXN-00109,ACC-1006,2026-06-19T07:23:00,371.71,USD,Offshore Holdings LLC,GB,ACH,5999,,
TXN-00233,ACC-1024,2026-06-19T12:32:00,197.01,USD,ATM Withdrawal,CA,WIRE,6051,BEN-1002,Morgan Lee
TXN-00133,ACC-1004,2026-06-19T14:56:00,679.22,USD,Consulting Fees Ltd,AU,ACH,5411,,
TXN-00201,ACC-1003,2026-06-19T21:43:00,747.6,USD,Consulting Fees Ltd,CA,P2P,5411,BEN-1003,Jordan Kim
TXN-00119,ACC-1007,2026-06-19T22:18:00,922.54,USD,Consulting Fees Ltd,AU,ACH,5999,,
TXN-00391,ACC-1004,2026-06-20T00:25:00,693.06,USD,Cash Deposit Kiosk,DE,ATM,4829,,
TXN-00023,ACC-1011,2026-06-20T07:03:00,84.16,USD,Cash Deposit Kiosk,GB,ACH,5411,,
TXN-00058,ACC-1011,2026-06-20T07:14:00,580.79,USD,Crypto Exchange Alpha,US,ATM,4829,,
TXN-00195,ACC-1024,2026-06-20T10:22:00,616.37,USD,Wire Transfer,US,WIRE,5999,BEN-1005,Casey Nguyen
TXN-00191,ACC-1019,2026-06-20T11:06:00,1034.88,USD,Payroll Inc,CA,WIRE,5999,BEN-1002,Morgan Lee
TXN-00348,ACC-1004,2026-06-20T12:11:00,183.04,USD,Consulting Fees Ltd,CA,WIRE,4829,BEN-1002,Morgan Lee
TXN-00270,ACC-1002,2026-06-20T12:45:00,1969.24,USD,Consulting Fees Ltd,AU,P2P,7995,BEN-1004,Taylor Brooks
TXN-00082,ACC-1011,2026-06-20T12:54:00,2050.18,USD,Payroll Inc,SG,P2P,6011,BEN-1005,Casey Nguyen
TXN-00256,ACC-1009,2026-06-20T14:38:00,1625.55,USD,ATM Withdrawal,AU,WIRE,4829,BEN-1004,Taylor Brooks
TXN-00225,ACC-1002,2026-06-20T17:24:00,1336.55,USD,Grocery Mart,AU,WIRE,5411,BEN-1005,Casey Nguyen
TXN-00139,ACC-1009,2026-06-20T18:37:00,104.17,USD,Consulting Fees Ltd,AU,WIRE,6051,BEN-1004,Taylor Brooks
TXN-00122,ACC-1005,2026-06-20T19:47:00,1887.62,USD,Offshore Holdings LLC,CA,ATM,5411,,
TXN-00094,ACC-1024,2026-06-20T21:38:00,262.09,USD,Cash Deposit Kiosk,US,ACH,4829,,
TXN-00370,ACC-1007,2026-06-20T21:52:00,414.45,USD,Amazon,US,ACH,7995,,
TXN-00379,ACC-1012,2026-06-21T00:40:00,165.81,USD,Consulting Fees Ltd,DE,ATM,6011,,
TXN-00149,ACC-1001,2026-06-21T01:18:00,559.3,USD,Grocery Mart,DE,ATM,6011,,
TXN-00107,ACC-1006,2026-06-21T03:47:00,488.84,USD,Wire Transfer,CA,WIRE,5999,BEN-1002,Morgan Lee
TXN-00100,ACC-1015,2026-06-21T05:31:00,85.04,USD,Grocery Mart,GB,CARD,4829,,
TXN-00130,ACC-1002,2026-06-21T08:20:00,73.28,USD,ATM Withdrawal,US,P2P,5999,BEN-1001,Alex Rivera
TXN-00386,ACC-1019,2026-06-21T12:00:00,587.53,USD,ATM Withdrawal,DE,ATM,5411,,
TXN-00187,ACC-1003,2026-06-21T13:20:00,372.37,USD,Offshore Holdings LLC,AU,CARD,6011,,
TXN-00198,ACC-1023,2026-06-21T18:38:00,430.11,USD,Amazon,US,WIRE,6051,BEN-1002,Morgan Lee
TXN-00304,ACC-1017,2026-06-21T21:30:00,394.26,USD,ATM Withdrawal,CA,CARD,6011,,
TXN-00060,ACC-1017,2026-06-22T00:07:00,238.15,USD,Wire Transfer,DE,P2P,5411,BEN-1003,Jordan Kim
TXN-00222,ACC-1020,2026-06-22T02:21:00,858.24,USD,Payroll Inc,US,ATM,4829,,
TXN-00005,ACC-1006,2026-06-22T03:05:00,311.83,USD,Shell Gas,SG,CARD,4829,,
TXN-00033,ACC-1023,2026-06-22T03:15:00,126.03,USD,Crypto Exchange Alpha,GB,P2P,6011,BEN-1004,Taylor Brooks
TXN-00162,ACC-1009,2026-06-22T03:29:00,1442.96,USD,Wire Transfer,US,WIRE,6051,BEN-1004,Taylor Brooks
TXN-00210,ACC-1023,2026-06-22T07:21:00,755.95,USD,Shell Gas,GB,P2P,6051,BEN-1001,Alex Rivera
TXN-00128,ACC-1013,2026-06-22T10:42:00,450.17,USD,Wire Transfer,US,CARD,7995,,
TXN-00056,ACC-1005,2026-06-22T13:51:00,160.27,USD,Crypto Exchange Alpha,AU,CARD,6011,,
TXN-00392,ACC-1014,2026-06-22T13:52:00,94.42,USD,Cash Deposit Kiosk,AU,WIRE,4829,BEN-1003,Jordan Kim
TXN-00080,ACC-1013,2026-06-22T17:29:00,316.83,USD,Amazon,SG,WIRE,7995,BEN-1004,Taylor Brooks
TXN-00277,ACC-1019,2026-06-22T18:02:00,208.46,USD,Shell Gas,US,ACH,5999,,
TXN-00282,ACC-1006,2026-06-22T19:09:00,2309.11,USD,Grocery Mart,DE,CARD,7995,,
TXN-00145,ACC-1008,2026-06-22T19:44:00,953.37,USD,Shell Gas,SG,CARD,5999,,
TXN-00298,ACC-1011,2026-06-22T21:07:00,986.49,USD,Cash Deposit Kiosk,SG,CARD,5999,,
TXN-00172,ACC-1020,2026-06-23T01:25:00,370.62,USD,Crypto Exchange Alpha,DE,ACH,7995,,
TXN-00205,ACC-1021,2026-06-23T02:25:00,143.8,USD,Amazon,AU,ATM,5411,,
TXN-00247,ACC-1002,2026-06-23T07:46:00,196.63,USD,Shell Gas,AU,P2P,6011,BEN-1003,Jordan Kim
TXN-00140,ACC-1015,2026-06-23T10:35:00,518.12,USD,ATM Withdrawal,CA,ATM,4829,,
TXN-00248,ACC-1001,2026-06-23T17:21:00,2812.98,USD,Wire Transfer,AU,ATM,5999,,
TXN-00329,ACC-1022,2026-06-24T02:58:00,805.27,USD,Shell Gas,CA,ACH,6051,,
TXN-00293,ACC-1017,2026-06-24T04:12:00,1027.17,USD,Payroll Inc,CA,ATM,6051,,
TXN-00189,ACC-1023,2026-06-24T04:35:00,76.22,USD,Cash Deposit Kiosk,US,P2P,4829,BEN-1005,Casey Nguyen
TXN-00161,ACC-1017,2026-06-24T16:32:00,958.91,USD,Wire Transfer,DE,CARD,7995,,
TXN-00283,ACC-1004,2026-06-24T16:35:00,103.38,USD,Grocery Mart,US,WIRE,5411,BEN-1004,Taylor Brooks
TXN-00146,ACC-1017,2026-06-25T10:40:00,103.48,USD,Consulting Fees Ltd,AU,P2P,6051,BEN-1001,Alex Rivera
TXN-00337,ACC-1014,2026-06-25T12:05:00,283.29,USD,Payroll Inc,AU,WIRE,5411,BEN-1003,Jordan Kim
TXN-00221,ACC-1009,2026-06-25T13:49:00,51.73,USD,Cash Deposit Kiosk,DE,ACH,5999,,
TXN-00371,ACC-1012,2026-06-25T17:30:00,697.71,USD,Amazon,US,WIRE,7995,BEN-1001,Alex Rivera
TXN-00151,ACC-1019,2026-06-25T19:43:00,590.57,USD,Consulting Fees Ltd,GB,P2P,6011,BEN-1002,Morgan Lee
TXN-00382,ACC-1004,2026-06-25T22:50:00,39.01,USD,Wire Transfer,AU,ATM,4829,,
TXN-STRU-6890,ACC-1003,2026-06-26T00:00:00,9800.0,USD,Cash Deposit Kiosk,US,WIRE,6051,,
TXN-00290,ACC-1001,2026-06-26T01:36:00,320.88,USD,Crypto Exchange Alpha,CA,CARD,6051,,
TXN-00369,ACC-1008,2026-06-26T02:23:00,172.38,USD,Consulting Fees Ltd,SG,P2P,5999,BEN-1002,Morgan Lee
TXN-00043,ACC-1008,2026-06-26T04:42:00,289.68,USD,Offshore Holdings LLC,AU,ATM,4829,,
TXN-00355,ACC-1006,2026-06-26T07:35:00,133.92,USD,Offshore Holdings LLC,DE,ATM,7995,,
TXN-00395,ACC-1008,2026-06-26T11:07:00,240.79,USD,Crypto Exchange Alpha,CA,P2P,6011,BEN-1005,Casey Nguyen
TXN-00321,ACC-1020,2026-06-26T13:32:00,776.4,USD,Shell Gas,DE,ATM,5999,,
TXN-00113,ACC-1002,2026-06-26T15:04:00,6060.61,USD,Amazon,CA,WIRE,6051,BEN-1002,Morgan Lee
TXN-00251,ACC-1016,2026-06-26T17:30:00,1107.26,USD,Amazon,DE,WIRE,4829,BEN-1003,Jordan Kim
TXN-00085,ACC-1000,2026-06-26T18:36:00,232.31,USD,Amazon,AU,ACH,5999,,
TXN-00202,ACC-1007,2026-06-26T19:03:00,1327.9,USD,Crypto Exchange Alpha,US,CARD,6011,,
TXN-00104,ACC-1007,2026-06-26T22:15:00,337.84,USD,Cash Deposit Kiosk,DE,CARD,7995,,
